Histone variant,Previous HGNC Symbol,Interactor gene,Interactor category,PDBID,BioGRID count,String count,IntAct count
canonical H4,HIST1H4A,AP3B1,,,1,0,0
canonical H4,HIST1H4A,PABPC4,,,1,0,0
canonical H4,HIST1H4A,EXOC3,,,1,0,0
canonical H4,HIST1H4A,HSPA1A,,,1,0,0
canonical H4,HIST1H4A,HSPA8,Histone chaperones,,2,0,0
canonical H4,HIST1H4A,HSP90B1,,,1,0,0
canonical H4,HIST1H4A,DPY30,PTM writers,6PWV,2,0,0
canonical H4,HIST1H4A,CCT2,,,1,0,0
canonical H4,HIST1H4A,YBX1,TF,,1,0,0
canonical H4,HIST1H4A,EPB41L2,,,1,0,0
canonical H4,HIST1H4A,HADHA,,,2,0,0
canonical H4,HIST1H4A,MSH3,"TF,DNA repair",,2,0,0
canonical H4,HIST1H4A,NME1-NME2,,,1,0,0
canonical H4,HIST1H4A,WDR76,,,2,0,0
canonical H4,HIST1H4A,HSPA4L,,,1,0,0
canonical H4,HIST1H4A,MYH10,,,1,0,0
canonical H4,HIST1H4A,PRKAR2A,,,1,0,0
canonical H4,HIST1H4A,DBN1,,,1,0,0
canonical H4,HIST1H4A,HNRNPA2B1,TF,,2,0,0
canonical H4,HIST1H4A,VARS,,,1,0,0
canonical H4,HIST1H4A,HNRNPA3,,,2,0,0
canonical H4,HIST1H4A,EIF3E,,,1,0,0
canonical H4,HIST1H4A,DYNC1I2,,,1,0,0
canonical H4,HIST1H4A,RANBP2,,,2,0,0
canonical H4,HIST1H4A,CAMK2D,,,1,0,0
canonical H4,HIST1H4A,SMC4,Chromatin architecture,,1,0,0
canonical H4,HIST1H4A,LMNA,,,2,0,0
canonical H4,HIST1H4A,XPO1,,,1,0,0
canonical H4,HIST1H4A,C14orf166,,,1,0,0
canonical H4,HIST1H4A,CNOT1,,,1,0,0
canonical H4,HIST1H4A,CPSF2,,,2,0,0
canonical H4,HIST1H4A,SMCHD1,,,2,0,0
canonical H4,HIST1H4A,POLDIP3,,,2,0,0
canonical H4,HIST1H4A,TAF5,"PTM writers,TF",,2,0,0
canonical H4,HIST1H4A,PPP2R1A,,,2,0,0
canonical H4,HIST1H4A,TIMM13,,,2,0,0
canonical H4,HIST1H4A,GTF3C3,,,1,0,0
canonical H4,HIST1H4A,YARS,,,1,0,0
canonical H4,HIST1H4A,BASP1,,,1,0,0
canonical H4,HIST1H4A,INTS1,,,2,0,0
canonical H4,HIST1H4A,UBQLN1,,,1,0,0
canonical H4,HIST1H4A,PRDX3,,,1,0,0
canonical H4,HIST1H4A,CELF1,,,2,0,0
canonical H4,HIST1H4A,UBA1,,,1,0,0
canonical H4,HIST1H4A,UTRN,,,1,0,0
canonical H4,HIST1H4A,U2SURP,,,2,0,0
canonical H4,HIST1H4A,VWA9,,,2,0,0
canonical H4,HIST1H4A,EPRS,,,2,0,0
canonical H4,HIST1H4A,PRPF6,,,2,0,0
canonical H4,HIST1H4A,CHD8,,,1,0,0
canonical H4,HIST1H4A,U2AF2,,,2,0,0
canonical H4,HIST1H4A,DKC1,Replication associated,,2,0,0
canonical H4,HIST1H4A,RFC5,,,2,0,0
canonical H4,HIST1H4A,U2AF1,,,2,0,0
canonical H4,HIST1H4A,RFC3,,,2,0,0
canonical H4,"HIST1H4A,HIST1H4I",SMARCB1,"Chromatin remodelers,TF",6LTJ,"2,0","0,0","0,1"
canonical H4,HIST1H4A,GTF2I,"TF,Chromatin architecture",,2,0,0
canonical H4,HIST1H4A,PDS5B,TF,,1,0,0
canonical H4,HIST1H4A,ARID2,"Chromatin remodelers,TF",,1,0,0
canonical H4,HIST1H4A,COPE,,,1,0,0
canonical H4,HIST1H4A,POGZ,TF,,2,0,0
canonical H4,HIST1H4A,RAI1,,,2,0,0
canonical H4,HIST1H4A,ATAD5,,,2,0,0
canonical H4,HIST1H4A,POP1,,,2,0,0
canonical H4,HIST1H4A,PHF14,PTM readers,,2,0,0
canonical H4,HIST1H4A,TSPYL1,,,1,0,0
canonical H4,HIST1H4A,TCF20,TF,,2,0,0
canonical H4,HIST1H4A,EXOC7,,,1,0,0
canonical H4,HIST1H4A,CHD9,,,1,0,0
canonical H4,HIST1H4A,HMG20A,TF,,2,0,0
canonical H4,HIST1H4A,SCML2,,,2,0,0
canonical H4,HIST1H4A,PARP2,"TF,DNA repair",6USJ,4,0,0
canonical H4,HIST1H4A,PARP2,"TF,DNA repair",6X0N,4,0,0
canonical H4,HIST1H4A,NAP1L4,Histone chaperones,,1,0,0
canonical H4,HIST1H4A,ANP32E,Histone chaperones,,1,0,0
canonical H4,HIST1H4A,MIF,,,1,0,0
canonical H4,HIST1H4A,PPP1CB,PTM writers,,2,0,0
canonical H4,HIST1H4A,TKT,,,1,0,0
canonical H4,HIST1H4A,DCTN1,,,1,0,0
canonical H4,HIST1H4A,ERH,,,2,0,0
canonical H4,HIST1H4A,WDR82,,,2,0,0
canonical H4,HIST1H4A,SNRPN,,,2,0,0
canonical H4,HIST1H4A,SNRPD3,,,2,0,0
canonical H4,HIST1H4A,SEC24C,,,1,0,0
canonical H4,HIST1H4A,HMGB2,"Histone chaperones,TF,HMG,DNA repair",,1,0,0
canonical H4,HIST1H4A,RFC2,,,2,0,0
canonical H4,HIST1H4A,ASH2L,"PTM writers,TF",6PWV,12,0,0
canonical H4,HIST1H4A,ASH2L,"PTM writers,TF",6KIW,12,0,0
canonical H4,HIST1H4A,ASH2L,"PTM writers,TF",6KIV,12,0,0
canonical H4,HIST1H4A,ASH2L,"PTM writers,TF",6KIX,12,0,0
canonical H4,HIST1H4A,ASH2L,"PTM writers,TF",6KIZ,12,0,0
canonical H4,HIST1H4A,ASH2L,"PTM writers,TF",6KIU,12,0,0
canonical H4,HIST1H4A,AIMP1,,,1,0,0
canonical H4,HIST1H4A,ARID1A,"Chromatin remodelers,TF",6LTJ,2,0,0
canonical H4,HIST1H4A,RFC4,,,2,0,0
canonical H4,HIST1H4A,CDC23,PTM writers,,2,0,0
canonical H4,HIST1H4A,MYBBP1A,"Chromatin remodelers,TF",,2,0,0
canonical H4,HIST1H4A,RAD21,DNA repair,,2,0,0
canonical H4,HIST1H4A,STAG2,,,2,0,0
canonical H4,HIST1H4A,PLRG1,,,2,0,0
canonical H4,HIST1H4A,RIF1,,,2,0,0
canonical H4,HIST1H4A,RRP1,,,2,0,0
canonical H4,HIST1H4A,PRPF3,,,2,0,0
canonical H4,HIST1H4A,SMARCD1,"Chromatin remodelers,TF",6LTJ,1,0,0
canonical H4,HIST1H4A,IPO5,,,1,0,0
canonical H4,HIST1H4A,SKP1,,,2,0,0
canonical H4,HIST1H4A,SRP72,,,1,0,0
canonical H4,HIST1H4A,MED1,,,2,0,0
canonical H4,HIST1H4A,TUBG1,,,1,0,0
canonical H4,HIST1H4A,EXOC4,,,1,0,0
canonical H4,HIST1H4A,SEPT7,,,1,0,0
canonical H4,HIST1H4A,MRE11A,"TF,Replication associated,DNA repair",,2,0,0
canonical H4,HIST1H4A,CUX1,,,2,0,0
canonical H4,HIST1H4A,DENR,,,1,0,0
canonical H4,HIST1H4A,KIF4A,TF,,2,0,0
canonical H4,HIST1H4A,ZMYM2,,,2,0,0
canonical H4,HIST1H4A,KIF18B,,,2,0,0
canonical H4,HIST1H4A,SSB,TF,,1,0,0
canonical H4,HIST1H4A,TBC1D10B,,,1,0,0
canonical H4,HIST1H4A,ZMYM3,TF,,2,0,0
canonical H4,HIST1H4A,CDC16,PTM writers,,2,0,0
canonical H4,HIST1H4A,PNKP,,,2,0,0
canonical H4,HIST1H4A,PPAN-P2RY11,,,1,0,0
canonical H4,HIST1H4A,TJP1,,,1,0,0
canonical H4,HIST1H4A,PURB,"TF,Replication associated",,1,0,0
canonical H4,HIST1H4A,PES1,,,1,0,0
canonical H4,HIST1H4A,RRBP1,,,2,0,0
canonical H4,HIST1H4A,ACTR8,,,2,0,0
canonical H4,HIST1H4A,PRPF4B,,,2,0,0
canonical H4,HIST1H4A,RACGAP1,,,2,0,0
canonical H4,HIST1H4A,WIZ,,,2,0,0
canonical H4,HIST1H4A,CCDC86,,,2,0,0
canonical H4,HIST1H4A,NUP153,,,2,0,0
canonical H4,HIST1H4A,AHNAK,,,2,0,0
canonical H4,HIST1H4A,PHF1,"PTM readers,TF",,1,0,0
canonical H4,HIST1H4A,SPTA1,,,1,0,0
canonical H4,HIST1H4A,CHD1L,"TF,DNA repair",6ZHX,2,0,0
canonical H4,HIST1H4A,CHD1L,"TF,DNA repair",6ZHY,2,0,0
canonical H4,HIST1H4A,TIMM9,,,1,0,0
canonical H4,HIST1H4A,BEND3,,,1,0,0
canonical H4,HIST1H4A,OSBPL3,,,1,0,0
canonical H4,HIST1H4A,ANKRD32,,,1,0,0
canonical H4,HIST1H4A,CPSF3L,,,1,0,0
canonical H4,HIST1H4A,HSPB1,,,1,0,0
canonical H4,HIST1H4A,POLR3E,,,1,0,0
canonical H4,HIST1H4A,E2F6,,,1,0,0
canonical H4,HIST1H4A,TTN,,,1,0,0
canonical H4,HIST1H4A,INO80E,,,1,0,0
canonical H4,HIST1H4A,FIZ1,,,1,0,0
canonical H4,HIST1H4A,BRCC3,"PTM writers,PTM erasers,DNA repair",,1,0,0
canonical H4,HIST1H4A,INO80B-WBP1,,,1,0,0
canonical H4,HIST1H4A,ZBTB7B,,,1,0,0
canonical H4,HIST1H4A,INO80D,,,1,0,0
canonical H4,HIST1H4A,YAP1,TF,,1,0,0
canonical H4,HIST1H4A,NFRKB,,,1,0,0
canonical H4,HIST1H4A,TFPT,,,1,0,0
canonical H4,HIST1H4A,ZBTB7A,,,1,0,0
canonical H4,HIST1H4A,HMBOX1,,,1,0,0
canonical H4,HIST1H4A,FAM178A,,,1,0,0
canonical H4,HIST1H4A,BABAM1,,,1,0,0
canonical H4,HIST1H4A,INO80C,"PTM writers,Chromatin remodelers",,1,0,0
canonical H4,HIST1H4A,RFXANK,,,1,0,0
canonical H4,HIST1H4A,BRE,"PTM writers,DNA repair",,1,0,0
canonical H4,HIST1H4A,ZNF768,"TF,Transcription associated",,1,0,0
canonical H4,HIST1H4A,TFE3,,,1,0,0
canonical H4,HIST1H4A,KANSL2,,,1,0,0
canonical H4,HIST1H4A,MCRS1,"PTM writers,Chromatin remodelers",,1,0,0
canonical H4,HIST1H4A,ZNF205,,,1,0,0
canonical H4,HIST1H4A,KLF13,,,1,0,0
canonical H4,HIST1H4A,TBRG1,,,1,0,0
canonical H4,HIST1H4A,MITF,,,1,0,0
canonical H4,HIST1H4A,PCGF6,"TF,Transcription associated",,1,0,0
canonical H4,HIST1H4A,LSM7,,,1,0,0
canonical H4,HIST1H4A,E4F1,"TF,Replication associated",,1,0,0
canonical H4,HIST1H4A,TLX3,TF,,1,0,0
canonical H4,HIST1H4A,UCHL5,"PTM writers,Chromatin remodelers",,1,0,0
canonical H4,HIST1H4A,UIMC1,DNA repair,,1,0,0
canonical H4,HIST1H4A,PITX1,,,1,0,0
canonical H4,HIST1H4A,PAGR1,,,1,0,0
canonical H4,HIST1H4A,CREB3L2,,,1,0,0
canonical H4,HIST1H4A,FAM175A,DNA repair,,1,0,0
canonical H4,HIST1H4A,NFIX,,,1,0,0
canonical H4,HIST1H4A,KANSL3,,,1,0,0
canonical H4,HIST1H4A,INTS2,,,1,0,0
canonical H4,HIST1H4A,PNISR,,,1,0,0
canonical H4,HIST1H4A,ZSCAN30,TF,,1,0,0
canonical H4,HIST1H4A,EYA4,DNA repair,,1,0,0
canonical H4,HIST1H4A,MNT,,,1,0,0
canonical H4,HIST1H4A,ZBTB44,,,1,0,0
canonical H4,HIST1H4A,ZBTB39,,,1,0,0
canonical H4,HIST1H4A,GATAD1,TF,,1,0,0
canonical H4,HIST1H4A,SRSF8,,,1,0,0
canonical H4,HIST1H4A,FOXK2,TF,,1,0,0
canonical H4,HIST1H4A,ZKSCAN8,,,1,0,0
canonical H4,HIST1H4A,MSANTD3,,,1,0,0
canonical H4,HIST1H4A,ZNF687,,,1,0,0
canonical H4,HIST1H4A,SP2,,,1,0,0
canonical H4,HIST1H4A,ZIC5,,,1,0,0
canonical H4,HIST1H4A,IKBIP,,,1,0,0
canonical H4,HIST1H4A,BAP1,"PTM writers,TF,Transcription associated",,1,0,0
canonical H4,HIST1H4A,WAC,,,1,0,0
canonical H4,HIST1H4A,TFEB,,,1,0,0
canonical H4,HIST1H4A,CPSF7,,,1,0,0
canonical H4,HIST1H4A,HES7,,,1,0,0
canonical H4,HIST1H4A,VHL,"PTM writers,TF",,1,0,0
canonical H4,HIST1H4A,ARHGAP11A,,,1,0,0
canonical H4,HIST1H4A,ACTL8,,,1,0,0
canonical H4,HIST1H4A,ZNF219,,,1,0,0
canonical H4,HIST1H4A,INTS9,,,1,0,0
canonical H4,HIST1H4A,MLXIPL,,,1,0,0
canonical H4,HIST1H4A,PAXIP1,,,1,0,0
canonical H4,HIST1H4A,ZNF48,,,1,0,0
canonical H4,HIST1H4A,NFIC,,,1,0,0
canonical H4,HIST1H4A,NFIA,,,1,0,0
canonical H4,HIST1H4A,CREM,,,1,0,0
canonical H4,HIST1H4A,TERF2,"TF,Replication associated",,1,0,0
canonical H4,HIST1H4A,UBN2,,,1,0,0
canonical H4,HIST1H4A,ZNF629,TF,,1,0,0
canonical H4,HIST1H4A,NFIB,,,1,0,0
canonical H4,HIST1H4A,MAP7D1,,,1,0,0
canonical H4,HIST1H4A,SMC2,Chromatin architecture,,1,0,0
canonical H4,HIST1H4A,CABIN1,Histone chaperones,,1,0,0
canonical H4,HIST1H4A,ZBTB20,,,1,0,0
canonical H4,HIST1H4A,CHRAC1,,,1,0,0
canonical H4,HIST1H4A,IFI16,TF,,1,0,0
canonical H4,HIST1H4A,CIC,,,1,0,0
canonical H4,HIST1H4A,NCOA6,"PTM writers,TF,Replication associated,DNA repair",,1,0,0
canonical H4,HIST1H4A,INTS10,,,1,0,0
canonical H4,HIST1H4A,FOXK1,TF,,1,0,0
canonical H4,HIST1H4A,ZNF148,,,1,0,0
canonical H4,HIST1H4A,ZNF319,,,1,0,0
canonical H4,HIST1H4A,XAB2,,,1,0,0
canonical H4,HIST1H4A,PHF12,"PTM readers,TF",,1,0,0
canonical H4,HIST1H4A,POLE3,"Chromatin remodelers,TF,Replication associated",,1,0,0
canonical H4,HIST1H4A,ASUN,,,1,0,0
canonical H4,HIST1H4A,NUP133,,,1,0,0
canonical H4,HIST1H4A,VEZF1,,,1,0,0
canonical H4,HIST1H4A,SKI,,,1,0,0
canonical H4,HIST1H4A,HIF1A,TF,,1,0,0
canonical H4,HIST1H4A,SRRM1,TF,,1,0,0
canonical H4,HIST1H4A,GTF3C5,,,1,0,0
canonical H4,HIST1H4A,TERF1,"TF,Replication associated",,1,0,0
canonical H4,HIST1H4A,INTS4,,,1,0,0
canonical H4,HIST1H4A,SMAD4,,,1,0,0
canonical H4,HIST1H4A,ZNF845,,,1,0,0
canonical H4,HIST1H4A,KLF5,,,1,0,0
canonical H4,HIST1H4A,CASZ1,,,1,0,0
canonical H4,HIST1H4A,ERF,,,1,0,0
canonical H4,HIST1H4A,SRSF11,,,1,0,0
canonical H4,HIST1H4A,NCAPH2,,,1,0,0
canonical H4,HIST1H4A,ZBTB14,,,1,0,0
canonical H4,HIST1H4A,KLF16,,,1,0,0
canonical H4,HIST1H4A,MLXIP,TF,,1,0,0
canonical H4,HIST1H4A,ASXL2,,,1,0,0
canonical H4,HIST1H4A,NR4A1,,,1,0,0
canonical H4,HIST1H4A,ARNT,,,1,0,0
canonical H4,"HIST1H4A,HIST1H4I",TERF2IP,"TF,Replication associated",,"1,0","0,0","0,1"
canonical H4,HIST1H4A,POLR2F,"TF,Transcription associated",,1,0,0
canonical H4,HIST1H4A,SCAF4,,,1,0,0
canonical H4,HIST1H4A,MCCC2,,,1,0,0
canonical H4,HIST1H4A,SIX2,,,1,0,0
canonical H4,HIST1H4A,MBD2,"PTM erasers,Chromatin remodelers,TF",,1,0,0
canonical H4,HIST1H4A,PCCA,,,1,0,0
canonical H4,HIST1H4A,RAD50,"TF,Replication associated,DNA repair",,1,0,0
canonical H4,HIST1H4A,ELF2,TF,,1,0,0
canonical H4,HIST1H4A,SOAT1,,,1,0,0
canonical H4,HIST1H4A,SP1,,,1,0,0
canonical H4,HIST1H4A,POM121C,,,1,0,0
canonical H4,HIST1H4A,MSH2,,,1,0,0
canonical H4,HIST1H4A,DYNLL1,,,1,0,0
canonical H4,HIST1H4A,CALM1,,,1,0,0
canonical H4,HIST1H4A,SAP30L,TF,,1,0,0
canonical H4,HIST1H4A,CIZ1,,,1,0,0
canonical H4,HIST1H4A,CDK2AP1,,,1,0,0
canonical H4,HIST1H4A,PEX11B,,,1,0,0
canonical H4,HIST1H4A,CERS2,,,1,0,0
canonical H4,HIST1H4A,ONECUT2,,,1,0,0
canonical H4,HIST1H4A,PALB2,,,1,0,0
canonical H4,HIST1H4A,WWTR1,,,1,0,0
canonical H4,HIST1H4A,AUP1,,,1,0,0
canonical H4,HIST1H4A,RRP8,"PTM readers,Chromatin remodelers",,1,0,0
canonical H4,HIST1H4A,LIN54,,,1,0,0
canonical H4,HIST1H4A,DOCK5,,,1,0,0
canonical H4,HIST1H4A,PHRF1,PTM readers,,1,0,0
canonical H4,HIST1H4A,VKORC1,,,1,0,0
canonical H4,HIST1H4A,NFXL1,TF,,1,0,0
canonical H4,HIST1H4A,FAU,,,1,0,0
canonical H4,HIST1H4A,ZNF221,,,1,0,0
canonical H4,HIST1H4A,BUB3,,,1,0,0
canonical H4,HIST1H4A,TFAP4,,,1,0,0
canonical H4,HIST1H4A,ANKRD11,,,1,0,0
canonical H4,"HIST1H4A,HIST1H4I",MBTD1,PTM readers,,"1,0","0,0","0,3"
canonical H4,HIST1H4A,NUP107,,,1,0,0
canonical H4,HIST1H4A,CBX4,"PTM readers,TF",,1,0,0
canonical H4,HIST1H4A,LIN52,,,1,0,0
canonical H4,HIST1H4A,SIX4,,,1,0,0
canonical H4,HIST1H4A,INTS3,,,1,0,0
canonical H4,HIST1H4A,CHD6,"Chromatin remodelers,TF",,1,0,0
canonical H4,HIST1H4A,TET3,,,1,0,0
canonical H4,HIST1H4A,SRRM2,,,1,0,0
canonical H4,HIST1H4A,GTF2IRD1,,,1,0,0
canonical H4,HIST1H4A,ARL6IP4,,,1,0,0
canonical H4,HIST1H4A,ZNF395,TF,,1,0,0
canonical H4,HIST1H4A,NR2C2,,,1,0,0
canonical H4,HIST1H4A,TCF3,,,1,0,0
canonical H4,HIST1H4A,THAP1,,,1,0,0
canonical H4,HIST1H4A,NKTR,,,1,0,0
canonical H4,HIST1H4A,RPL22,,,1,0,0
canonical H4,HIST1H4A,C16orf87,,,1,0,0
canonical H4,HIST1H4A,DNTTIP1,,,1,0,0
canonical H4,HIST1H4A,INTS12,,,1,0,0
canonical H4,HIST1H4A,TAF6L,"PTM writers,PTM erasers,Chromatin remodelers,TF",,1,0,0
canonical H4,HIST1H4A,ELF4,,,1,0,0
canonical H4,HIST1H4A,ZMYM4,TF,,1,0,0
canonical H4,HIST1H4A,C7orf50,,,1,0,0
canonical H4,HIST1H4A,LIN37,,,1,0,0
canonical H4,HIST1H4A,RFX7,,,1,0,0
canonical H4,HIST1H4A,NR2F1,,,1,0,0
canonical H4,HIST1H4A,MLLT1,TF,,1,0,0
canonical H4,HIST1H4A,MBD3,"PTM erasers,Chromatin remodelers,TF",,1,0,0
canonical H4,HIST1H4A,DEAF1,,,1,0,0
canonical H4,HIST1H4A,RPS13,,,1,0,0
canonical H4,HIST1H4A,LIN9,Replication associated,,1,0,0
canonical H4,HIST1H4A,RPL19,,,1,0,0
canonical H4,HIST1H4A,MYBL2,,,1,0,0
canonical H4,HIST1H4A,OTX1,,,1,0,0
canonical H4,HIST1H4A,ADNP,TF,,1,0,0
canonical H4,HIST1H4A,ACD,TF,,1,0,0
canonical H4,HIST1H4A,FOXC1,TF,,1,0,0
canonical H4,HIST1H4A,RBM22,,,1,0,0
canonical H4,HIST1H4A,SLFN5,,,1,0,0
canonical H4,HIST1H4A,DNAJA3,,,1,0,0
canonical H4,HIST1H4A,ELMSAN1,,,1,0,0
canonical H4,HIST1H4A,TCEB1,,,1,0,0
canonical H4,HIST1H4A,TMEM109,,,1,0,0
canonical H4,HIST1H4A,VAPB,,,1,0,0
canonical H4,HIST1H4A,TIMM8A,,,1,0,0
canonical H4,HIST1H4A,CDCA7L,,,1,0,0
canonical H4,HIST1H4A,SUPT7L,"PTM writers,TF",,1,0,0
canonical H4,HIST1H4A,PRR12,TF,,1,0,0
canonical H4,HIST1H4A,REEP4,,,1,0,0
canonical H4,HIST1H4A,RABL3,,,1,0,0
canonical H4,HIST1H4A,SYMPK,,,1,0,0
canonical H4,HIST1H4A,CDC26,PTM writers,,1,0,0
canonical H4,HIST1H4A,DHCR24,,,1,0,0
canonical H4,HIST1H4A,PAM16,,,1,0,0
canonical H4,HIST1H4A,NDUFB10,,,1,0,0
canonical H4,HIST1H4A,PATZ1,TF,,1,0,0
canonical H4,HIST1H4A,PRDM2,"PTM writers,TF",,1,0,0
canonical H4,HIST1H4A,MIER1,TF,,1,0,0
canonical H4,HIST1H4A,INTS7,,,1,0,0
canonical H4,HIST1H4A,STRA13,"TF,DNA repair",,1,0,0
canonical H4,HIST1H4A,ZBED4,,,1,0,0
canonical H4,HIST1H4A,RPL29,,,1,0,0
canonical H4,HIST1H4A,THAP4,,,1,0,0
canonical H4,HIST1H4A,ATXN7L2,,,1,0,0
canonical H4,HIST1H4A,TFAP2A,TF,,1,0,0
canonical H4,HIST1H4A,TAF1C,TF,,1,0,0
canonical H4,HIST1H4A,RFXAP,TF,,1,0,0
canonical H4,HIST1H4A,ZNF146,,,1,0,0
canonical H4,HIST1H4A,TCEB2,,,1,0,0
canonical H4,HIST1H4A,ATF7,,,1,0,0
canonical H4,HIST1H4A,C14orf93,,,1,0,0
canonical H4,HIST1H4A,NBN,"Replication associated,DNA repair",,1,0,0
canonical H4,HIST1H4A,SMN2,,,1,0,0
canonical H4,HIST1H4A,RRP7A,,,1,0,0
canonical H4,HIST1H4A,SRFBP1,,,1,0,0
canonical H4,HIST1H4A,PCBP2,TF,,1,0,0
canonical H4,HIST1H4A,SCAF11,,,1,0,0
canonical H4,HIST1H4A,RREB1,TF,,1,0,0
canonical H4,HIST1H4A,SNRPA,,,1,0,0
canonical H4,HIST1H4A,ARNTL,,,1,0,0
canonical H4,HIST1H4A,TFAP2C,,,1,0,0
canonical H4,HIST1H4A,RPL7,TF,,1,0,0
canonical H4,HIST1H4A,LCOR,,,1,0,0
canonical H4,HIST1H4A,BAZ2B,"PTM readers,TF",,1,0,0
canonical H4,HIST1H4A,HADHB,,,1,0,0
canonical H4,HIST1H4A,HOXC11,,,1,0,0
canonical H4,HIST1H4A,C11orf30,,,1,0,0
canonical H4,HIST1H4A,GTF3C2,TF,,1,0,0
canonical H4,HIST1H4A,SENP3,PTM writers,,1,0,0
canonical H4,HIST1H4A,ATXN7L3,"PTM writers,TF",,1,0,0
canonical H4,HIST1H4A,MED17,,,1,0,0
canonical H4,HIST1H4A,C1orf174,,,1,0,0
canonical H4,HIST1H4A,GRWD1,,,1,0,0
canonical H4,HIST1H4A,PREB,,,1,0,0
canonical H4,HIST1H4A,RFX5,TF,,1,0,0
canonical H4,HIST1H4A,ATP5B,,,1,0,0
canonical H4,HIST1H4A,TRAM1,,,1,0,0
canonical H4,HIST1H4A,DDX56,,,1,0,0
canonical H4,HIST1H4A,POLR1C,"TF,Transcription associated",,1,0,0
canonical H4,HIST1H4A,LEMD2,,,1,0,0
canonical H4,HIST1H4A,HOXD9,,,1,0,0
canonical H4,HIST1H4A,DNAJC1,,,1,0,0
canonical H4,HIST1H4A,HOXC9,,,1,0,0
canonical H4,HIST1H4A,SLC25A4,,,1,0,0
canonical H4,HIST1H4A,SCD,,,1,0,0
canonical H4,HIST1H4A,ZNF644,,,1,0,0
canonical H4,HIST1H4A,DNTTIP2,,,1,0,0
canonical H4,HIST1H4A,NUP50,,,1,0,0
canonical H4,HIST1H4A,TMTC3,,,1,0,0
canonical H4,HIST1H4A,DDX54,,,1,0,0
canonical H4,HIST1H4A,MCCC1,,,1,0,0
canonical H4,HIST1H4A,ABCC1,,,1,0,0
canonical H4,HIST1H4A,SUPT5H,TF,,1,0,0
canonical H4,HIST1H4A,BHLHE40,,,1,0,0
canonical H4,HIST1H4A,HMGB1,"TF,HMG,DNA repair",,1,0,0
canonical H4,HIST1H4A,ANAPC10,PTM writers,,1,0,0
canonical H4,HIST1H4A,FANCM,,,1,0,0
canonical H4,HIST1H4A,CLN6,,,1,0,0
canonical H4,HIST1H4A,OGT,,,1,0,0
canonical H4,HIST1H4A,RBFOX2,,,1,0,0
canonical H4,HIST1H4A,MCPH1,,,1,0,0
canonical H4,HIST1H4A,PWWP2A,,,1,0,0
canonical H4,HIST1H4A,FOXL2,,,1,0,0
canonical H4,HIST1H4A,INTS6,,,1,0,0
canonical H4,HIST1H4A,NDUFA5,,,1,0,0
canonical H4,HIST1H4A,EEF1A1P5,,,1,0,0
canonical H4,HIST1H4A,UQCRH,,,1,0,0
canonical H4,HIST1H4A,MYH9,,,1,0,0
canonical H4,HIST1H4A,ABCF2,,,1,0,0
canonical H4,HIST1H4A,NUP98,Replication associated,,1,0,0
canonical H4,HIST1H4A,MED4,,,1,0,0
canonical H4,HIST1H4A,YIPF5,,,1,0,0
canonical H4,HIST1H4A,ANAPC5,PTM writers,,1,0,0
canonical H4,HIST1H4A,NDUFS6,,,1,0,0
canonical H4,HIST1H4A,ARID5B,TF,,1,0,0
canonical H4,HIST1H4A,ZSCAN29,TF,,1,0,0
canonical H4,HIST1H4A,PHB,,,1,0,0
canonical H4,HIST1H4A,LMNB1,,,1,0,0
canonical H4,HIST1H4A,TECR,,,1,0,0
canonical H4,HIST1H4A,RPS19,,,1,0,0
canonical H4,HIST1H4A,SEC61B,,,1,0,0
canonical H4,HIST1H4A,CENPV,,,1,0,0
canonical H4,HIST1H4A,VCPIP1,,,1,0,0
canonical H4,HIST1H4A,CBX8,"PTM writers,PTM readers,TF,Transcription associated",,1,0,0
canonical H4,HIST1H4A,KTN1,,,1,0,0
canonical H4,HIST1H4A,TIMM8B,,,1,0,0
canonical H4,HIST1H4A,LUC7L,,,1,0,0
canonical H4,HIST1H4A,AIMP2,,,1,0,0
canonical H4,HIST1H4A,RPRD2,,,1,0,0
canonical H4,HIST1H4A,JAZF1,TF,,1,0,0
canonical H4,HIST1H4A,ZNF281,,,1,0,0
canonical H4,HIST1H4A,TBX3,,,1,0,0
canonical H4,HIST1H4A,RPL15,,,1,0,0
canonical H4,HIST1H4A,TMEM209,,,1,0,0
canonical H4,HIST1H4A,CKAP5,,,1,0,0
canonical H4,HIST1H4A,APITD1,"TF,DNA repair",,1,0,0
canonical H4,HIST1H4A,AGPAT2,,,1,0,0
canonical H4,HIST1H4A,MLX,,,1,0,0
canonical H4,HIST1H4A,EI24,,,1,0,0
canonical H4,HIST1H4A,GATA6,,,1,0,0
canonical H4,HIST1H4A,DSP,,,1,0,0
canonical H4,HIST1H4A,STT3B,,,1,0,0
canonical H4,HIST1H4A,WRN,"TF,Replication associated,DNA repair",,1,0,0
canonical H4,HIST1H4A,SF3B4,,,1,0,0
canonical H4,HIST1H4A,INTS5,,,1,0,0
canonical H4,HIST1H4A,LMO7,,,1,0,0
canonical H4,HIST1H4A,ACTR6,Chromatin remodelers,,1,0,0
canonical H4,HIST1H4A,KIF20A,,,1,0,0
canonical H4,HIST1H4A,NOP16,,,1,0,0
canonical H4,HIST1H4A,SAP30BP,,,1,0,0
canonical H4,HIST1H4A,TMEM57,,,1,0,0
canonical H4,HIST1H4A,TIMM50,,,1,0,0
